"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_name"
"ENSBTAG00000058911",97.8167869793734,0.227194242085545,0.361851382086692,0.627866171949879,0.530091613027171,0.636394075060045,"ENSBTAG00000058911"
"ENSBTAG00000058985",368.132061714524,0.918706449720446,0.196916002854358,4.66547378782583,3.07906746715961e-06,1.57905385216723e-05,"ENSBTAG00000058985"
"ENSBTAG00000058996",45.5935826318077,0.64105919565777,0.454996874106432,1.40893098862876,0.15885557533947,0.246674516570674,"ENSBTAG00000058996"
"ENSBTAG00000059016",16.5771963764684,0.535059750931231,0.625590083074699,0.855288095843012,0.392391676095165,0.506630258960788,"NUDT8"
"ENSBTAG00000059034",456.989298631107,-0.0202802523215979,0.161152339852014,-0.12584522409182,0.899854442667776,0.930512874129675,"ENSBTAG00000059034"
"ENSBTAG00000059070",147.384993481333,0.131900194963154,0.602431139996512,0.218946508913729,0.826691716415897,0.877421789800531,"ENSBTAG00000059070"
"ENSBTAG00000059088",22.9716775023338,-0.337019579900287,0.490327557114084,-0.687335588242031,0.491871277319082,0.603182473526683,"ENSBTAG00000059088"
"ENSBTAG00000059115",79.9590613430598,0.784941983244927,0.24616763549097,3.1886481814695,0.00142939727987798,0.00415938466368734,"ENSBTAG00000059115"
"ENSBTAG00000059156",1171.99261115146,-1.07885892527914,0.289205945816255,-3.73041751349258,0.00019116272285011,0.000682199134738692,"PEG10"
"ENSBTAG00000059164",122.317707717193,-1.05437298494552,0.454948683126018,-2.31756464861218,0.0204729933378161,0.0435437070121322,"ENSBTAG00000059164"
"ENSBTAG00000059168",190.56421880426,0.562997715743866,0.220274357969538,2.55589311862493,0.0105915646238279,0.0245644920904576,"ENSBTAG00000059168"
"ENSBTAG00000059182",11.0822391070303,0.281077813068449,0.796565641997163,0.352862084741347,0.724191836704676,0.800879927321822,"ENSBTAG00000059182"
"ENSBTAG00000059194",136.275051579619,-0.214909947308876,0.282331242619388,-0.761197894058778,0.446538875927944,0.55978025622206,"LIPT1"
"ENSBTAG00000059232",196.341221086119,-0.0724788059474228,0.233181713101307,-0.310825428733059,0.75593333721261,0.825893570823099,"ENSBTAG00000059232"
"ENSBTAG00000059254",49.5785213268831,1.40771214519307,0.672348409924256,2.09372421264692,0.0362845547547417,0.0714709498179983,"ENSBTAG00000059254"
